hate+offensive_count,non-hate_count,class,tweet
3,0,1,mikecheck 123 tri one mikey none hick shit http youtu thls tmufkc
2,1,1,mikeoe7765 talentless skag wardrob malfunct
2,0,1,mileysba rihanna bitch lie justin account ugli indian
1,0,1,milfmob yopapi chulo fight fuck obes niglet
1,2,0,mimi sanabria realli right bed put dam yellow starburst throw window 128553
1,0,1,mimiswagnot ignor cunt
3,0,1,mingtong007 still cunt
0,3,0,miquelpaniscus arcusgreatap graspunep person actual hold ape pari sister
0,0,0,miranda mill okay let fight ginger faggot
3,0,1,mis sarahd basedpapi1017 never said want fuck tranni
0,2,0,mis sarahd basedpapi1017 tranni
2,0,1,mistaturk5 daunfuqwitable1 nigga chill throw jungl watch come gorilla monkey cheetah coat
2,0,1,mitch krebs14 gnarl charl queer gnarl charl
3,0,1,mitchbattist sup pussi
3,0,1,mjdwarner bitch desir see much bullshit hahahaha
1,0,1,mjs79 chingonab well geno ultim faggot
3,0,1,mjziccardi mindless twat shit hiphop hahahaha
3,0,1,mkkberger juss way stand scream bitch lmao mlwberger bigbergerc
0,0,0,mlvassallo realli fag gross aid infect sick fucker
3,0,1,mmyar dumb cunt like make sad serv war would
1,2,0,mobilesuitwaifu helmet destini trash wish could rock invis bubbl instead hunter look like robocop
3,0,1,mommajjojo smileitsalexx basic bitch day mhmmm cours
3,0,1,mommajjojo love bitch
3,0,1,monetkittrel spaceship shit retard
1,0,1,moneydriven 2manylouboutin glad uncl anoth stupid faggot world hope next
1,0,1,moneydriven see pictur smoke man god disgrac nig sir embarrass
2,0,1,moneydriven lol nig
3,0,1,moneydriven lol profan word bwahahahahahah mad gay faggot fuck boi get bitch ass nigga
3,0,1,moneydriven argu ugli bitch twitter
2,0,1,moneyhabitz17 hell yea surround hillbilli real ass redneck
0,3,0,moneypulatief globalriot nee dat langdurig gepest worden zoal zei kiem smoren ook voor kind hoe moet optreden
0,3,0,monicawarren16 pumprul bravo qualiti trash
0,3,0,monkbent come bro bird stress
6,0,1,moodym0lli back atcha bitch
3,0,1,moos know gamoot consid like wait littl babi back bitch
3,0,1,morgan mccubbin fake bitch nicetri
3,0,1,morgantayl apolog morgan bitch blind whole second
3,0,1,morganwelborn bitch
5,0,1,moyizzi naw negro
1,2,0,republicann chik fil hipotl trash taco bell give run
2,0,1,mrfoolycooli faggot alert
3,0,1,mrfoolycooli bitch ass scare lol keep new one yet
0,3,0,mrfoolycooli dont think celesti dragon kill
3,0,1,mrfoolycooli still giant muk shit eat candi ceasar clown
1,0,1,mrgeolog ignor cement head hillbilli said tax cant fuckin read fuck knob gobbl douchebag
3,0,1,mrrickyguevara lmao would respect hoe true
2,1,1,mrspinkyyyy name hoe lol sound good
3,0,1,msteffens32 stonerboii2cold back high school one fuck hoe nigga lol that
0,3,0,mtmcli need monkey bar tricycl
3,0,1,mukeworld deiukesionai one call pussi pop think cat
3,0,1,mulroym fuck dyslexia bitch
3,0,1,munafal777 karma bitch
2,0,1,munro molli one care bitch
3,0,1,myfriendbriana jesus walk bitch
3,0,1,myfriendbriana ask bitch bitch
3,0,1,mynamesahm tonyr0ckyhorror rather choke mom bomb pussi
3,0,1,mynamesryann carolin poe call cunt
3,0,1,mynamesryann carolin poe would need call bitch cunt face talk dumbass
3,0,1,mza361 love bitch love
3,0,1,mzkimberz call hoe lol
3,0,1,n0tsteven ili work bitch even battl readi blade
3,0,1,n0tsteven whatev wall hackin pussi bich fuk like mum sis step sis mum mum mum aunt 420 bich bich
1,0,1,ncrusad godmaniac come wage fag
3,0,1,nataleovrerytng hoe day
3,0,1,natashaleggero dare insult pearl harbor vet dumb cunt
3,0,1,nathanmbennett2 lol alway scheme dude jaim need keep hoe leash mean sister lol
2,0,1,nedrock83 tell fuck stop 2nd think protocol put shot someon unarm retard
3,0,1,neeishaaa one thing babi never call bitch phone bout nigga ion know app somebodi play aint
0,3,0,neemjemoed svenstweet harri dillema wltrrr steek morel vinger maar neus zelfd soort type bij nato stenigt vrouwen bosj
2,0,1,negrorayric fuckthemallcop continu dis later back bitch
3,0,1,neiltyson neil heard scientist discov fact bitch trippin
3,0,1,nekolin destrothenobl naaaa faggot guess would around long would
3,0,1,nerissaloren home head work sorri
3,0,1,nessauzc lmao shoe fit 128094 lace bitch talk general 128514
3,0,1,nfl watch footbal pussi soccer wtf
1,2,0,nhatti ice49 thank jackass zebra
2,0,1,nick scott25 come watch godzilla faggot
3,0,1,nick scott25 sound right mani dumb bitch work welcom life
3,0,1,nickboydo bunch pussi
3,0,1,nicol stein whatev fuck pussi 128514
3,0,1,nicolleashbi chewi high hard ass dick ooh goe pager could trick bitch
3,0,1,nicsaranto huntermoor look like pussi lip huge
3,0,1,niggie95 aka lone bitch
3,0,1,niggieesmal got ugli niggah problem lol got pretti niggah problem bad problem 128514
3,0,1,nightpurrowl oskzilla pussi shit
3,0,1,nightpurrowl niggah das gay
2,1,1,nikkiconner13 bellabelcastro trippi hoe 127744 127744
3,0,1,nkyathappala gonna drink monster til sue gettin bitch gottagetthe30
2,0,1,nopopular lmaoo one nigga 2nd pic looov pussi popey lmaoo shit kill
3,0,1,noah also refer girl bitch suck betdat
3,0,1,noma2300 bitch fuck amp dad
2,1,1,noobd rodriguezliam draw perfect scorpion write name retard
3,0,1,normingtontj hollywood ferg7 lmfao sorri bitch one like wes
1,0,1,nosfiend215 faggot696969 nigger
3,0,1,noturavurag roll got eat barter system nig
0,3,0,npratc explain wave trash bag around head
3,0,1,nsanemuj surfboard101 fuck bitch
2,0,1,nyrkelsmad bulli half retard talk flotat devic kimberlymt413 assur bulli
1,8,0,nytim seem dont come trash nobodi outsid hollywood know ppl pay see guess dont
3,0,1,ojvrdi bitch bloke lmao
1,0,1,ovoshubham fuck bitch bout get bitch ass nigga stupid ass
2,0,1,oak log check yer phone nigger
1,2,0,obamac0r like peac bore like fight come ghetto rememb imposs
3,0,1,officiallyshay nigglet seen
1,2,0,ofhdirector everybodi look bird kill wind mill lover
3,0,1,ohvixen ibanexx gotta respect bitch let put entir arm vagina
3,0,1,ohvixen love lay bed twin size bed bitch takin havin
3,0,1,ohvixen bitch crazi
3,0,1,ohso bless wale lmao whore life bad day better good day ever fuck day bitch haha
3,0,1,ohyeahtrip congratul brother hoe
2,1,1,okoruoni trash
0,3,0,oliv make 300 clam bet hope live
1,2,0,oliviagobert lmao yes kind like ghetto yet amp say feel 128525 128525 128557 128166
0,0,0,oniinebabi knew faggot though
2,0,1,onedirectum fug white bitch
0,2,0,operationsaf galtsgirl live attest trust muzzi nation million light year
0,3,0,orchetect mad lib cool twinki long pon3 cameo magic 8482 crystal tree tngseason4final
3,0,1,oscarstyless bye bitch byeeeee
1,2,0,osnapitzthorn acaciabrinley trash
3,0,1,ovoxokati hoe stfu
3,0,1,ozwasher fuck wrong call urself man call girl bitch fuckin loser bro
2,1,1,ozzi garza stfu bitch
2,0,1,p0rnopuppi call waynebradi nigger
3,0,1,jones2 hoe got issu
2,0,1,pablofun tote girl also blast mayday wear overs hoodi get queer
2,0,1,panchoftf tri catch diabet fuckin white bitch
0,6,0,panchoftf red yellow
0,3,0,paolo like charli chan style never saw either hmm make think cockney killzon seri
1,0,1,passit2liv hit bitch like see bruis
3,0,1,patarnold95 hoe
0,3,0,patrickkimmi white1979 rememb dad run rotari hoe corn freez knock dead leav turn brown
1,0,1,patrickstpierr fuck faggot
0,3,0,pauijac parent unit trash
0,3,0,pcrossvol alway one never realiz worst unsolicit unaffili trash talker
3,0,1,peighxo baestat bitch got arm like piccolo
3,0,1,penisgravi dem want weeni swingin twitter say day shut color ass
2,0,1,percol kcraigwel next finger dyke
0,3,0,petehelm yeah sting alreadi proven draw appl orang sign peopl sole purpos buri
3,0,1,peteyhoti aubreykelson ell naw dog run bitch
0,6,0,peteyhoti funki monkey
0,2,0,phalaenadispar day feel bout color folk
3,0,1,pharary04 stop bitch speak name littl girl thank
3,0,1,pharary04 know got whole video suck life pussi 128527 128564 bye stranger 128536
3,0,1,phishlicia got weed come faggot
1,0,1,phishlicia fag 128536 128536
1,0,1,phreshagu yeah right know mexican bring famili hoe finna pack
2,1,1,piersmorgan jeremyclarkson two need stop act like two littl bitch
2,1,1,piersmorgan hillbilli ass would shoot pier put right next buck hangin redneck ass wall
3,0,1,piersmorgan hous keep pass senat say harri rie obama bitch state senat repres
3,0,1,piersmorgan shut arsenal alreadi bitch
3,0,1,pistol pete96 zp3 max byers12094 hoe
3,0,1,pistol pete96 zp3 fuck doubt piec white trash say proud
3,0,1,pistol pete96 good choic except whale bitch would fuck would get pregnant
2,0,1,ploppy74 funni ofay mammi woulda happi made friend wit folk dat brought new world chain
2,0,1,poak idea peopl actual person like mayb pamaj alway cunt hahaha
3,0,1,poak cunt shitti attitud apex pamaj bank
1,2,0,politicsofami whoa easi ami slag canuck much general
3,0,1,politicsofami puss pussi
3,0,1,politsouthern leahmeyer49 vote right complain said vote son bitch 128515
3,0,1,politsouthern leahmeyer49 yeah would want shoot son bitch lol
1,0,1,poloswagmast could hook plant citi faggot
2,0,1,polotags20 pussi
0,0,0,pombuenaa surpris could read slit eye
0,3,0,pontotoc2 best stori http hs3nifmuek time visit yellow friend 21ccincinnati
3,0,1,popularcritic1 discordianslip fredrogers75 thought camera would steal soul shut fuck stupid twat
3,0,1,porcelina33 rais person use gun cant take ass whip pussi
2,0,1,pot head yeah tend grab ass 128075 smack bitch morn think hang lol 128514 128076
3,0,1,potpwincess longbongchri dyke
3,0,1,potpwincess bitch gas station puffin swear trashi nigga put check
0,3,0,pragathiguru viswa mouli wanna friend pleas shall
0,1,0,prettygrl rocki ugli dyke
3,0,1,prettykel bitch gone mention back
3,0,1,prettymofocka outsid pussi
2,0,1,pricelessxxx good man long time niggah
3,0,1,prihncess bitch
2,0,1,prihncess fuck bitch
3,0,1,prime13 time vbomb20 hey guess yall forgot bitch lol
3,0,1,prime3 time whoooo lemm find bitch run haha
3,0,1,princessfaggit see tear bitch
3,0,1,princessfaggit cri bitch
2,0,1,princesshil21 hate men much tri look like one stupid littl cunt
2,0,1,princessmorggan yeah lie that delet nigger
2,0,1,protegykid would repli red emoji nigger
0,3,0,prtini yes yanke stalk weird peopl mani thing pr20chat
0,3,0,pubsub adess tzanchan86 btw genocid war peopl gaza combat peopl warsaw ghetto
6,0,1,puckluckbitch relaxvib like got time wast bitch broke
3,0,1,pufntre bitch ass nigga call bitch
2,0,1,pussyjuic drink pussi juic nigga
3,0,1,pyroballypoop bitch dont hate
3,0,1,quezada carlos7 right hoe dick dat
3,1,1,quilzel redneck erecycl http 6lrxiqsi8b
2,0,1,raajan holi fuck frozen pussi crazi
1,3,0,rachaelkbrown billybutlerkc oreo unexplain
1,2,0,rachel gautreau babyydrey hey rachel name isint kenneth let get straight 128070 best back ghetto
3,0,1,rachh burkhart grow pair pussi
2,0,1,rachh burkhart talkin bout retard sittin
3,0,1,radar onlin old cunt need die
3,0,1,radar onlin hell plasticass bitch
6,0,1,raider level hoe thick clown
0,3,0,ramaxe1965 dubya hate today teabagg movement
3,0,1,ramonastewart talk languag none pussi whip rino whine
1,2,0,rasheedibrahim get cold yall gonna trash lol
0,3,0,rashidgill5 see guy later gotta bake blood cracker razahussain101
3,0,1,ratchetandsassi hoe
3,0,1,ratedtfxrtaylor text queer bait
1,2,0,ravenalegria13 prattprattpratt impress anybodi could chug smirnoff ice quick
3,0,1,ravingrav thekevshow504 eeegggiiiaaap kevin hoe 128514 128514
0,3,0,rbigwood gameofarmsamc cours win lose alway excit match spilt blood trash talker
1,2,0,rbigwood hollywood underwood took shirt start scream dark hah like horror movi nip
3,0,1,rbomem broke bitch
1,0,1,real5hfact stfu ugli dyke
2,0,1,realdonaldtrump call pussi
1,0,1,realdonaldtrump look like reg memphi trash got everywher
3,0,1,realbigasian wtf mine fri twinki powder sugar got ho
3,0,1,realffriend bitch might aesthet http cyopcv8oq8
2,1,1,realmarkhen lol gotta let hoe know pow pow aint want
3,0,1,realmarycarey dolvett better trainer jillian realli act like bitch sometim
4,0,1,rebelli midi lls omg omg get harrass bbi father smh tlk bout mch miss bitch pleas
2,0,1,red daddy17 liljohn fnv9 dis wus offer help faggot ass nigga get custodi kid lowkey heat
3,0,1,red daddy17 liljohn fnv9 man fck dat tranni juwanna man ass nigga
2,1,1,red raw lol yeah bird chirp outsid bastard
3,0,1,reddroostermann poke littl pussi stick curl littl ball like pill bug fredseviltwin
3,0,1,rednexican69 sound like bad bitch
3,0,1,redron100 method coloni state employ franc england dont get bitch playbook
0,2,0,regankelly91 gull first grade cracker physic
3,0,1,reganp i8di dumb hoe
3,0,1,rellyonsmash liveanduncut bitch still
0,3,0,rem slicknet netmag right link would trash bin 8230 gotcha
3,0,1,reneexomari yeah didnt wana bring pussi tell could find one mexican citi full
2,1,1,renfro tiffani adawg2016 adawg getcho ghetto booti
3,0,1,reptar ray nigglet send pictur
3,0,1,rezlife3 got mom ass breath pussi
3,0,1,rezlife3 littl bitch
3,0,1,rhythmixx jaymcnugget ohhhhh bitch
2,0,1,rhythmixx bitch pleas
3,0,1,rhythmixx gotta hoe like
1,2,0,richarddeitsch yeah crippl get clean help call would fair either way
3,0,1,richiechristie1 128553 bitch wallet tigher
2,0,1,rickahyatt donaldbroom poysti bastard obama give ing wetback
2,1,1,rickandbubba enough make fun retard peopl talk way
2,0,1,rickerozeay see text bitch
0,0,0,rickygervai bore amp hack allah moham also fag pleas mention well god take away ball punish
3,0,1,rikki love stephyrae7 theonemiss luu gabrielaangela4 let hangout monday nig
3,0,1,rikki love bitch retweet shit lol love hope great bday
3,0,1,rikki love wear sweatshirt snapchat stori hoe love tho lol
5,0,1,rilanti 1732 hope went chow part hangov die dumb bitch ass sloot
3,0,1,riseofthefags69 stfu prude ass basic ass bitch
2,0,1,riwhey 000 kid fuck faggot
3,0,1,rlfclifestyl wtf bitch drive around drunk
3,0,1,rmusshi pussi stb
3,0,1,rnixx yeah fuck laker bitch boi
2,0,1,robbiegallini hey bitch boy nigorprobz
2,0,1,robfe narcissist cunt
0,3,0,rochaaxx yellow
2,1,1,ronniecain instrument retard
0,2,0,ronniecain bout trash huh
3,0,1,ronsonsolaqa love pussi lmaooo
2,1,1,rowboy quest promot hoe http tpnmbd6z
3,0,1,rubberchlo okay love bitch
3,0,1,rubi knox squirtnetwork would pay sex getfre pussi make senc
0,3,0,ryancommakerri dianaaaxo jennaamendolar guy number yanke look like uncl stevi lmao die
3,0,1,ryancommakerri actual kill bitch
3,0,1,ryancruz brandi wanna ass bitch 128533
2,0,1,ryanhoov toddkincannon vet ryan rock useless geek face like bitch
1,2,0,ryanhoov like never gave camera bird
3,0,1,sadiiex lol shut bitch aliv go good
3,0,1,sajeffress tag pussi ill fite
1,0,1,salomanizor faggot http gr627ldfaa
3,0,1,salome110thebe1 call pussi one talk shit make excus get ass beat stfu talk
3,0,1,salome110thebe1 what good bitch ass nigga catch phase
2,1,1,salsteelo victorleachavez nigga vic act like yellow bone 15000 follow answer nigga phone
3,0,1,samistong fuck bitch 128514 128514
3,0,1,samross58 parseltoung basilisk fuck pussi get right
1,0,1,samzbikowski codi alway call peopl nigger fuck spaz
0,3,0,samzbikowski chug ranch
1,0,1,samzbikowski negro amigo pull gun nate week ago stoke 128299 128299 128299
3,0,1,san sim lol avila simpl live pretti redneck area never get pronounc correct
0,3,0,sandcowboy31 hey hillbilli jim greg hammer valentin pffttt
0,3,0,santagati delet visionari saw subtweet next time tho love jail bird dress 128513
3,0,1,santo brina ratchet ass bitch bet felt dumb 9996 65039
0,1,0,saraelizabethj4 happen date color
1,0,1,sarahvicwood go murder fuck cunt
3,0,1,saramariewelch bitch alreadi know would crazi
2,0,1,saramariewelch hahahah stupid ass bitch
3,0,1,sassycrass made fun suicid attempt melli bitch fuck season
1,0,1,sassyharrybal ugli white bitch
1,0,1,sassyharrybal ballsack hairi gtfo tranni prude bitch
3,0,1,saucygyro bamoos prophet right thi hoe loyal http woxmzrzbrb
3,0,1,saucygyro nigger fell
3,0,1,saucygyro dyke amp look like
1,0,1,saucygyro back nigger music decent
3,0,1,savannacurri like make bitch move
0,3,0,savannahx negat slope aka chart grade math
6,0,1,sayi conee bitch text
3,0,1,sbsylvest cblaze bitch meet plano senior high school vine got shit chest go take yall
2,0,1,sbsylvest hunterbuch66 kieffer jason pussi ass nigga
3,0,1,sbsylvest kieffer jason hunterbuch66 bitch speak fuck english fuck pecker wood
3,0,1,sbsylvest kieffer jason hunterbuch66 bitch even make sens bitch
1,0,1,sbsylvest kieffer jason hunterbuch66 bitch ugli hoe
3,0,1,sbsylvest kieffer jason bitch fuck blog meet get round
