,hate+offensive_count,non-hate_count,class,tweet
1730,3,0,1,8220 comedianjayski favorit time day happi hour drinkbreak 8221 bad bitch come hoe home make-up
1731,9,0,1,8220 concretesledge_ gwyneth paltrow ugli ass big bird look bitch shut fuck up. 8221 that pretti much face bravo
1732,3,0,1,8220 connycarvajal_ can't love 8221 love hoe
1733,2,1,1,8220 cooney_man brianmc630 play great job who retard 8221 128514 128514 128514
1734,3,0,1,8220 creoleblood 8220 what_evaittak y'all bitch pop babi like sport 128553 8221 stop 128534 8221 lol
1735,3,0,1,8220 crystalinag finger bitch trigger finger 8221 nigga shut
1736,3,0,1,8220 d6_9b dora amp tabl manner 128530 8221 --- eat like sloppi hoe
1737,3,0,1,8220 daaamian_69 8220 tankgonzalez stop bitch 8221 8221
1738,3,0,1,8220 daberellla demolish huge bitch 127850 http t.co awydbjxks4 8221 share care 128076
1739,3,0,1,8220 dablueprint nigeldixon1 think alex game 8221 sorri son bitch never win game
1740,3,0,1,8220 daijahshardae 128514 128514 100046729 bitch late 128564 128129 8221 ion expos 128514 128564
1741,6,0,1,8220 daijahshardae feel sorri whoever use alyssa number play phone game 128532 128080 8221 dumb ass hoe ain't got life
1742,3,0,1,8220 dappermuk i'll bitch bitch fandomapolog 8221 preach
1743,3,0,1,8220 darkkski bitch set hoppin like bitch get life get beat lmao 8221
1744,4,0,1,8220 dewayneee_ pussi wet gotta dri outsid 8221 stop tell busi
1745,3,0,1,8220 dirtyxluxuri _vontethekidd when homecom 8221 128553 128514 slut 17th
1746,3,0,1,8220 dlogue22 asian short bed feet hang edg bed 128514 8221 cuddl bitch i'm right besid
1747,3,0,1,8220 dnumberbefore2 8220 vice504fli dnumberbefore2 regular nig play 8221 lol ima famous 8221 day count somethin
1748,3,0,1,8220 dnumberbefore2 congrat kim .this great day hoe everywher 8221
1749,3,0,1,8220 dnumberbefore2 lol mayb give date hoe date 8221 let know work lol
1750,3,0,1,8220 dolodwil imma pull eat pussi dip 8221
1751,3,0,1,8220 dominiloka can't get pussi without lie girl wack 8221 hate. appreciate.
1752,3,0,1,8220 dominiloka daughter make hoe age 18-25 8221 roll tonight
1753,3,0,1,8220 dreadheadkidd69 pussi prolli tast like heaven 128523 8221 128079
1754,6,0,1,8220 drphildontehu ma'am ... 8220 _pettycrock everi jawn tryna pussi cop feel dont peen 8221 8221 128563
1755,3,0,1,8220 drphildontehu know idgaf woman lingeri match love hairi pussi much 128514 8221 128567
1756,3,0,1,8220 eminoell let hoe tear right apart 8221
1757,3,0,1,8220 erickruiz45 want baddest bitch world right lap 8221 7aidualc9 128514 128514 128514 128514
1758,3,0,1,8220 ericwooden21 8220 drtruth247 pineappl sale publix 8221 hoe sale 8221 stair
1759,3,0,1,8220 ericwooden21 need ran theo theo homi rock cool 8221 need free shit hoe
1760,3,0,1,8220 eternalhb 8220 halfjewish still get pussi http t.co 6uowecbuqo 8221 he jus ration 8221 fag
1761,3,0,1,8220 fabbymichell brianlovesass_ class right need headphon seventh period i'm serious bitch ass. 8221 ms.trophenboum
1762,3,0,1,8220 fabbymichell omg show made cri 128557 128557 128557 128557 i'm pussi man 8221 realli
1763,3,0,1,8220 fabbymichell brian stfu 128548 128079 twitter could retweet anyth 8221 make bitch slap 128075
1764,1,2,0,8220 fatbellybella know didnt hit jigga fav purse. solangeknowl 8221 --no chill 128514 128514
1765,3,0,1,8220 flowerlela fuck slut 8221 foreal fuck dat bitch.
1766,3,0,1,8220 flvshy5 might plaq 8221 bitch gone
1767,3,0,1,8220 gallinofmilk i'm faggot agre
1768,3,0,1,8220 garcialaura_ virgilio_lla heartbroken inniz ho. lmao 8221 haha naw chill one laugh vdawg
1769,3,0,1,8220 garytiffany_ make have. 8221 tell bitch
1770,0,3,0,8220 ghostriderj1 yanke never someon wear singl digit uniform season 8221 wow. show epic organ
1771,3,0,1,8220 girlidea bitch stand like 128563 128541 http t.co qq9vqylru1 8221 want mj smooth crimin video bad..
1772,3,0,1,8220 gmail_candi matter nigga alway tryna holla bitch 128514 128514 transactionrap 8221 where. y'all.
1773,3,0,1,8220 goodbadguytim 8220 100046729 bitch gmfu. 8221 huh 8221 huh lol
1774,3,0,1,8220 hernandezeli_ back hoe want i'm hot me. 8221
1775,3,0,1,8220 hippiescrub believ wiz khalifa one bald bitch get divorc 8221
1776,0,3,0,8220 hoppk92 wccorosen sick trash talk cocki attitudes. shutupandplay 8221 ref take control need
1777,0,3,0,8220 icarleybbi 8220 djzeeti twitpic selfi light color eye 8221 http t.co bsoyll83iz 8221 128525
1778,6,0,1,8220 idisrespecthoez godofmilf singl mom got proven pussi 8221 lol fckd truuu
1779,3,0,1,8220 idisrespecthoez jonraff hate chick say deeper alreadi dishin got hoe 8221 128514 128514 128514 128514 128514
1780,3,0,1,8220 idntwearcondom bitch wanna date flyest nigga shock hoe lol 8221
1781,3,0,1,8220 idntwearcondom ladi dude put two hand pussi start clap 8221 lmaoo
1782,3,0,1,8220 idntwearcondom get put in. offer pussi mad receiv dick 8221 128588
1783,3,0,1,8220 ikayk thing hoe say... https t.co i9zs1oud0i 8221
1784,0,3,0,8220 isignmyownboob that fav part take care 8221 whole album trash
1785,3,0,1,8220 itweet4uglyppl 8220 kirbymouf one want ugli nigga got yourself. stress hoe 8221 8221 lie
1786,3,0,1,8220 iamshiraq whereyohussleat caymariee yall partner crime 8221 that bitch can't ride solo
1787,3,0,1,8220 iamshiraq whereyohussleat got hoe tho 8221 werd 128066 128064
1788,0,3,0,8220 iamkraus see everi iftheygunnedmedown tweet... http t.co xwmkac1aw6 8221 dis like color bradi bunch
1789,3,0,1,8220 iamkraus need thank kill nigger reward. 8221 dis pal graduat
1790,3,0,1,8220 iank12 ajdougherty13 homo 8221 sorri can't straight like pull mad bitch 128532
1791,3,0,1,8220 iank12 ltomasiello75 ajdougherty13 8221 even lift pussi
1792,3,0,1,8220 iank12 half tempt outsid run phone car piec shit. fuckiphon 8221 pussi
1793,3,0,1,8220 inherrib earli put face pussi 8221 bul never earli breakfast
1794,3,0,1,8220 isadore911 vernnotic doc 8221 he pussy. ain't go anywhere.
1795,3,0,1,8220 ithinkthatway want ear look like 128066 128149 http t.co obvu5zn3zc 8221 want bitch earring lol 128513
1796,6,0,1,8220 itsdesha__ take peopl nigga bitch play nigga special babi daddi 128557 128514 128514 128514 8221
1797,3,0,1,8220 itswhittytitti use fat bitch everybodi made fun look 8221 made fun ugli 128589
1798,3,0,1,8220 itsdaniellef 128521 8221 hoe
1799,3,0,1,8220 itslizkhalifa pussi pussi nasti ass nigga.. hope get aid 128553 8221 bit harsh. rethink statement
1800,3,0,1,8220 jaimescudi_ tonybthrz_ cinndyyxoxo_ briannniloo_ fuck bitch 8221 shut roll threw
1801,3,0,1,8220 jama_jam i'm say i'm stud fuck tranni let bitch strap muhfucka childish lol 8221
1802,3,0,1,8220 jcash___ freemolly_ voiceofdstreetz 128077 128514 128514 128514 bitch fukkin wicha fuck nigga squar 8221 i'm fuck 128514 128514 128076
1803,3,0,1,8220 jcash___ voiceofdstreetz know pictur hoe head 8221 good knock wind boy 128514
1804,3,0,1,8220 jcash___ voiceofdstreetz noll nigga i'm talm bout juic 128514 128514 128514 freemolly_ 8221 ion hoe
1805,0,3,0,8220 jerseyzbest74 eagl fan dont except fact mcoy trash year everybodi figur spread offens 8221 stopit
1806,3,0,1,8220 jjusmaxx thot bitch wanna wine amp dine like wife know earn 128564 8221
1807,3,0,1,8220 jooselhynn_ hella gay never 8221 quit sub fag
1808,3,0,1,8220 joytooawesom im_jessicaaaaa vintage_monroe_ haha bitch 128523 128518 8221 http t.co n5uucdtdxt
1809,3,0,1,8220 joytooawesom think hoe press shit 128533 8221 righttt mani time ask
1810,3,0,1,8220 julialeungg hoe hoe thang 8221 maycie_belmor
1811,2,1,1,8220 justinbieb new song diana well written well done boyzzzzzz 8221 bow bitch
1812,3,0,1,8220 kaitlinfry big oleeee middl finger bitch. 8221
1813,3,0,1,8220 kanga_ruthi peopl complain price i'm like bitch look like make rule 8221
1814,3,0,1,8220 kaylendenise_ hate bitch amp fact oomf like her.. 128528 8221 retweeettt 1000x.
1815,3,0,1,8220 keanabermudez ginasanabria_ he hoe lmfao 8221 smut lmao
1816,3,0,1,8220 keanabermudez guy hoe day lmao fuck indirect caus put blast 8221 who subbin
1817,3,0,1,8220 keyna__ 8220 cosmeticjunkie need get laid 128514 128514 128514 128514 sike celib bitch like 128070 128070 128070 128070 128070 128070 128070 8221 128064 8221 128064
1818,3,0,1,8220 kiaramariexo 8220 1krock_ boot up. http t.co czj5npifki 8221 hoe nigga 8221 girl take hoe 128056 9749 65039
1819,3,0,1,8220 kincade00 rico bore bitch 8221 damn boy watch hoe
1820,6,0,1,8220 kincade00 rico full shyt 8221 full money hoe
1821,3,0,1,8220 kingcvpit 8220 ginasanabria_ 8220 kingcvpit 8220 keanabermudez men biggest hoe lmao 8221 8221 8221 8221
1822,3,0,1,8220 kirstenkraft one song blacc hollywood dislike. 8221 except song nicki minaj triffl bitch suck
1823,3,0,1,8220 kissme_faith what_evaittak yea bitch 8221 dam
1824,3,0,1,8220 kissme_faith bitch come right amp get tooo comfort http t.co u9duc84iw 8221 128563 128551 never saw gut hate 128514 128514
1825,3,0,1,8220 kitty_hello14 im_yung_jay 127850 127850 127850 127850 127850 bitch ass nigga fuck 128079 128079 128079 128079 128079 128077 128077 128077 128077 128077 8221 hoe ain't got manner realtalk
1826,3,0,1,8220 koleworld4 128541 http t.co 61zy8cc47j 8221 bitch swear emoji 128553 128514
1827,3,0,1,8220 koleworld4 what_evaittak bang 128129 8221 that trust worthi bitch 128528 128553
1828,3,0,1,8220 koleworld4 what_evaittak cute bitch 8221 128514 128514 believ jus get pass trust wit needl someon head 128114
1829,3,0,1,8220 koleworld4 what_evaittak lmaooo nooo hoe 8221 128533
1830,3,0,1,8220 koleworld4 name stefani ... 128075 128075 128075 128075 stefani 128514 128540 8221 fuck hoe 128553 128530 128514
1831,2,1,1,8220 koleworld4 bitch tri wrong one 128514 128553 it'll hill 128536 8221 128064
1832,3,0,1,8220 kriscope95 peopl ever twitter bitch. get mother fuckin diary. 8221 128076
1833,3,0,1,8220 l3ahpar could write book thing hoe say. 8221 way jose
1834,0,3,0,8220 lakeshow73 wccorosen bad optim royal twin take rose color glass
1835,3,0,1,8220 leynachristina i'm drive insane. 8221 fag
1836,3,0,1,8220 liidurk__ femal get irrit fast 128530 8221 fuck hoe
1837,3,0,1,8220 lifeof_brandon 8220 100046729 lifeof_brandon bitch call back 8221 lie 128564 8221 127797
1838,2,1,1,8220 lifeof_brandon 100046729 we'll togeth 128521 8221 job hoe.
1839,3,0,1,8220 lildebo2391 rich let bitch get mad like 8221 nigga think
1840,3,0,1,8220 lildoll__ grown. mature. pretty. amp etc. goe window bitch play me. 8221
1841,5,1,1,8220 lilduv kim kardashian ain't look good 8221 still look better call bad bitch
1842,3,0,1,8220 lilthickgawdess girl who hoe twitter 128064 8221 lilthickgawdess
1843,3,0,1,8220 lopezbrittaney beauti femal still find way fuck ratchet hoes.. get 8221 128079 128079 128588 128075 128588
1844,5,1,1,8220 lovelyatotheb 1bcarter would love parksid sport girl dress like kobe day everyday 8221 let see hoe
1845,6,0,1,8220 lovelyatotheb guy said he slept 300 girls.. let puke now. 8221 know girl dude slut whore hoe
1846,3,0,1,8220 lyricsaidso everi bitch tell act like nigga.. whatev fuck mean 8221
1847,3,0,1,8220 m_stew4 what_evaittak lol bitch respond 8221 lol cool imma get one jus trust
1848,3,0,1,8220 matt_chu22 wagggggi ryanriehl 128514 i'm close dude master chan 8221 that right bitch bow master 128591
1849,3,0,1,8220 mayi_mcdonald got hella hoes. 8221 128559
1850,3,0,1,8220 mcdonavin nigga get alot bitch gonna valu like someon els would your anoth one lol. 8221 cut
1851,3,0,1,8220 mckinley719 vintagebeezy15 luhv tioo 161 9829 9829 8221 drunk bitch lol
1852,3,0,1,8220 mckinley719 go talk shit sister. play pussi shit. say face justsay 8221 slapabitch 128075
1853,3,0,1,8220 medaoriginbitch one friend greet insult. 8221 morbidmermaid evanbecker513 nigger
1854,3,0,1,8220 meezytk_ text hoe http t.co wc5tr4uhs6 8221 ayostew_
1855,6,0,1,8220 miilkkk scale 1-10 bitch liter http t.co a3rmyfnus4 8221 hahaha
1856,3,0,1,8220 miilkkk dude fuck legend bruh fuck right pussi lmao http t.co gfyrq2vfyz 8221 true legendfuck right pussi
1857,3,0,1,8220 mikeceeno seen pregnant bitch fight 8221 look like sumo wrestler
1858,3,0,1,8220 missyf922 birthday yesssss 8221 obvious nobodi care bitch
1859,3,0,1,8220 mix3ddchickk donni hoe 8221 sinc 191
1860,6,0,1,8220 muhlackk i'm trynna find bitch fat ass 8221
1861,9,0,1,8220 najmaaa_ali lool agre 8220 stopitfive_ fuck show ever watch misfit 8221 8221 wen simon wife hoe saddest
1862,3,0,1,8220 nerfgunirwin 8220 1dalert saw ashton. hard anyon cared. wait harri 128540 8221 wtf 8221 bitch i'd ashton grill feel
1863,2,1,1,8220 nhalegood hoe feel like photo didnt get enough favorit http t.co zdf98bpf94 8221
1864,3,0,1,8220 nicekicks_nico see mani mad hoe tl. tht shit illegal. 8221 tbh
1865,3,0,1,8220 nolove_moreloud shorti name masika y'all surpris hoe. 8221 128514
1866,3,0,1,8220 nolove_moreloud wifey mean pussi good right gotta months. 8221 basic
1867,2,1,1,8220 no_way_hoesaaay bro bird stay sex daili now. 8221 said look hand http t.co rckxynwtvx
1868,1,5,0,8220 notflappybird tag friend suck flappi bird 8221
1869,0,3,0,8220 nypost use obamacar websit definit chang password http t.co ved4yyztok 8221 hahahahahah that sad boon
1870,6,0,1,8220 odlew11 cloth dryer i'm tryna dri cloth 8221 throw hoe
1871,3,0,1,8220 peytonreeces_ 8220 b10oreo lmao nvm 8221 that right bitch 8221 drink warm milk bed
1872,6,0,1,8220 popitfor_tyrick bitch said lie much bitch ain't worth tell truth 8221 8252 65039 8252 65039 8252 65039
1873,3,0,1,8220 pot_head readi anoth tat doeeee 128527 8221 right hoe
1874,3,0,1,8220 prettycha305 group chat bitch call yall undercov fed 128110 128110 128110 watch everybodi 8221
1875,3,0,1,8220 prissyne whereyohussleat smh gotta grow 128514 least know bitch want 128524 8221 swear 9994
1876,3,0,1,8220 prvnceflvcko hit miss bullshit ...lol bitch die 8221 128128
1877,3,0,1,8220 pskinny31 hoe gone jam watch 8221 ain't throw ass bitch fuck parti 9996 65039
1878,3,0,1,8220 purrdylaylayxxx im_yung_jay mama confus 8221 lol hoe ain't got manner
1879,3,0,1,8220 retrolivin_cam hoe still known 8221
1880,3,0,1,8220 rihanna fuck look like look like yes look like 8221 http t.co oiidxkl32a
1881,1,2,0,8220 rihanna raid nicki wig closet summer bad gal wanna fun http t.co 0panscimew 8221 bitch nerv smh
1882,3,0,1,8220 riyastunna fall love bitch 8221 bestadvic
1883,3,0,1,8220 roach_nigga yall nigga think hang around crib noth bitch get bread http t.co 6uz9e9zlvq 8221 128514
1884,6,0,1,8220 robbyohn kimberley stori far scariest stori i'v ever heard 128513 8221 pussi
1885,3,0,1,8220 rocafella123 waymoflydenu fleek vocabulari faggot 8221
1886,3,0,1,8220 royalriahh fake bitch want hug 8221
1887,3,0,1,8220 sabdaddyy shine hoe http t.co xournvvayp 8221 look babi daddi
1888,3,0,1,8220 saidtina uce_ina realli hate poli bitches. 8221 man
1889,3,0,1,8220 salsteelo got feloni 8221 got bitch
1890,3,0,1,8220 sammyk1429 bitch bitch. ms. bitch 128540 8221
1891,3,0,1,8220 sarahecarrol 100 femal popul need stop bitch 8221
1892,3,0,1,8220 sc_water 8220 what_evaittak nigga play fuck nigga play keep 128526 8221 8252 65039 128514 128526 8221 bitch can't fuck wit 128553 128553
1893,2,1,1,8220 schoolfess hung boy bathroom... st. domin http t.co oeralv45gi 8221 outlawdipp silli bitches.
1894,3,0,1,8220 scoop82294 read receipt bitch 8221 bitchyest bitch ever
1895,3,0,1,8220 skimaskjojo 8220 1waynostra dat bird bitch 8221 heavi birdcag bitch 8221 bitch 128037
1896,3,0,1,8220 skinnysowhat paper_chaysin aye hoe start come forget put 128524 8221 128513 128513 128513
1897,3,0,1,8220 skinnysowhat paper_chaysin herd hoe lol 8221 lmao hope shit schress
1898,3,0,1,8220 skykardashian hoe associ real thing 8221 yes.
1899,3,0,1,8220 slllick_ y'all like.. want love like rashad amp new new ... shit y'all alreadi got one. lie ass hoe lmao 8221 128514 128514
1900,3,0,1,8220 sneakerhead226 cant talk right got pussi tongu 8221
1901,3,0,1,8220 snoleezey801 uce_ina singl cuz hoe left.. good one taken lmao 8221 -ani femal that single..you sno-bop 128514
1902,0,3,0,8220 sorryimalex i'm back caus wanna see boy lose trash vote5so 8221
1903,2,1,1,8220 sosadtoday relationship idea 8221 girl trash love live
1904,3,0,1,8220 souljaboy kmichell ananconda want none unless clean shitti bun hun 128169 128553 8221
1905,3,0,1,8220 souljaboy kmichell shitti pussi 128169 8221 9996 65039
1906,3,0,1,8220 souljaboy kmichell pussi smell like dumpster juic 128169 8221 wow 128529
1907,3,0,1,8220 souljaboy kmichell mean niggaz shot ill give 100k let nigga smell pussi smell like shit. 8221 128553
1908,4,0,1,8220 souljaboy michell pussi smell like shit 8221 128064 128514 128514 128514
1909,3,0,1,8220 spannerhead29 vertrellcart faggot 8221 respect
1910,0,3,0,8220 sportspickl fruit modern yanke farm system. http t.co lfwc3lsrjo 8221 joba nut.
1911,3,0,1,8220 staciaburbidg fat chanc ever catch drink beer 8221 bitch
1912,3,0,1,8220 surfboard101 vomitdatruth i'm outsid hous comeout 8221 bitch
1913,3,0,1,8220 surfboard101 vomitdatruth lmfaooooo bitch 8221 i'm use shit on.
1914,3,0,1,8220 swaqmagician 100046729 wtf bitch 8221 dasss ain't come practic
1915,3,0,1,8220 tabatha__b never worri next bitch. alway worryin next meal. i'm tryna fuckin eat fuck talkin bout 8221 128525 128175 128175
1916,3,0,1,8220 talofabreez uce_ina snoleezey801 damn alway tweet halfass tweet 128514 128514 128514 meant say hoe 8221 still dont make sense.. 128529 128533 128514
1917,3,0,1,8220 tay_torrez amp wealthi drtruth247 aunt said i'm handsom fuck hoe 8221 broke
1918,3,0,1,8220 taylorsimonee_ tend sens bitch older me. that sad. 8221
1919,2,1,1,8220 teecakessss hoe wanna fight sierrasamone_ 8221 right
1920,3,0,1,8220 thachosenkid321 hoe tbh highest key 8221
1921,3,0,1,8220 thatloserbrook https t.co hvn6knce6d 8221 ..... 8221 tianna_iacovon 8221 ain't kiss bitch anytim soon
1922,3,0,1,8220 thatsovictorzzz blaxxxican light weight 8221 pussi
1923,3,0,1,8220 thehighestpeak_ got netflix watch fresh hoe live 8221 name chuck i'm chucki 128514 128514 128514
1924,0,3,0,8220 theellemac essenc fest anyon 8221 i'll main stage step uncl charli
1925,3,0,1,8220 thejanicexxx unfollow can't i'll say rude cunt lmao 8221
1926,3,0,1,8220 thekiddfranki talk girl paid 300 sew show atleast got type boss bitch lol 8221 wth 128557 128557 128557
1927,3,0,1,8220 thepizzafact cute text bitch come pizza 8221 kellienehl
1928,3,0,1,8220 therealiman one want see curvi women karl lagerfeld 8221 retard
1929,3,0,1,8220 thomasemmanuelm colt nation...put yall money 8221 bitch chuassup
1930,3,0,1,8220 thrillamickilla joedelawolfpack 128514 128514 128514 128514 128514 128514 128514 128514 bad hahahah omg 8221 yall pussi
1931,3,0,1,8220 trapwavey lol rt. cameron5833 bitch read book eat fruits... hoe. 8221 128514 128514 128514
